pressure,pressure_coefficient,dynamic_pressure,absolute_pressure,total_pressure,rel_total_pressure,density,density_all,velocity_magnitude,x_velocity,y_velocity,z_velocity,axial_velocity,radial_velocity,tangential_velocity,rel_velocity_magnitude,relative_x_velocity,relative_y_velocity,relative_z_velocity,rel_tangential_velocity,mesh_x_velocity,mesh_y_velocity,mesh_z_velocity,velocity_angle,relative_velocity_angle,vorticity_mag,helicity,x_vorticity,y_vorticity,z_vorticity,cell_reynolds_number,turb_kinetic_energy,turb_intensity,turb_diss_rate,specific_diss_rate,production_of_k,viscosity_turb,viscosity_eff,viscosity_ratio,y_star,y_plus,turb_reynolds_number_rey,viscosity_lam,wall_shear,x_wall_shear,y_wall_shear,z_wall_shear,skin_friction_coef,cell_partition_active,cell_partition_stored,cell_id,cell_element_type,cell_type,cell_zone,partition_neighbors,cell_weight,x_coordinate,y_coordinate,z_coordinate,axial_coordinate,angular_coordinate,abs_angular_coordinate,radial_coordinate,face_area_magnitude,x_face_area,y_face_area,z_face_area,cell_volume,orthogonal_quality,cell_equiangle_skew,cell_equivolume_skew,face_handedness,mark_poor_elememts,interface_overlap_fraction,cell_wall_distance,adaption_function,adaption_curvature,adaption_space_gradient,adaption_iso_value,boundary_cell_dist,boundary_normal_dist,cell_volume_change,cell_surface_area,cell_warp,cell_children,cell_refine_level,mass_imbalance,strain_rate_mag,dx_velocity_dx,dy_velocity_dx,dz_velocity_dx,dx_velocity_dy,dy_velocity_dy,dz_velocity_dy,dx_velocity_dz,dy_velocity_dz,dz_velocity_dz,dp_dx,dp_dy,dp_dz,velocity:0,velocity:1,velocity:2,vtkOriginalPointIds,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__,vtkCompositeIndexArray
27.0842,0.864236,0.0222075,74687.1,26.9001,26.9001,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36791,-1.36791,4012.01,-14.805,-3968.19,79.3346,445.941,34.3132,0.000855429,0.00237697,20.3519,831831,0,8.13264e-011,1.79761e-005,4.52416e-006,0.68598,0.684887,0.058799,1.7976e-005,0.0752312,-0.00679564,-0.0125412,-0.0735411,0.002419,1,1,7.53392e+006,6,1,28,3,7,-0.001,2.51659,-0.444839,-0.444839,0.000397079,0.000397085,2.5166,0.000200572,4.86224e-007,-0.000196644,3.35712e-005,2.90012e-008,0.0510531,0.544255,0.544255,0,0,0,4.51883e-005,1.02976e-007,5.97639e-011,1.81255e-010,1.81255e-010,1,0,1.29523,0.000666429,0,0,0,1.18687e-008,4234.79,0.189392,-3.63491,-2.25036,-449.576,-394.316,-3890.8,77.0843,77.3862,668.115,0,0,0,0,0,0,6,-0.001,2.51659,-0.444839,2,0,15
23.5165,0.768769,0.0889933,74683.5,23.9978,23.9978,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20731,-1.20731,8292.19,-54.9546,-8246.82,88.3118,507.043,69.4199,0.00229481,0.00474857,54.3,690238,0,2.15282e-010,1.79762e-005,1.19761e-005,1.02195,1.01976,0.123638,1.7976e-005,0.142241,-0.0063508,-0.0238864,-0.139633,0.00457363,1,1,7.5402e+006,6,1,28,3,7,-0.001,2.51235,-0.469731,-0.469731,0.000398285,0.000398297,2.51236,0.000183726,1.22946e-006,-0.000179722,3.07268e-005,3.15565e-008,0.0390267,0.520818,0.520818,0,0,0,5.00309e-005,8.36637e-008,2.01194e-011,5.22545e-010,5.22545e-010,1,0,1.29009,0.000671136,0,0,0,1.74785e-008,8701.15,0.705088,0.189717,-3.60106,-506.853,-2464.24,-7817.95,84.7107,428.874,1349.84,0,0,0,0,0,0,9,-0.001,2.51235,-0.469731,3,0,15
-14.8248,-0.475197,0.000726536,74645.2,-14.778,-14.778,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1917,-2.1917,811.228,0.175166,685.878,254.646,-1.19832,4.20988,6.84915e-005,0.000805331,6.85348,3.56483e+006,0,1.30199e-012,1.7976e-005,7.24294e-008,0.136586,0.136486,0.00899612,1.7976e-005,0.0152996,-0.002999,0.013643,1.13278e-009,0.000491947,1,1,7.53176e+006,6,1,28,3,7,-0.001,2.29125,-0.462892,-0.462892,0.000436788,0.000436788,2.29125,0.000132887,3.74017e-007,-2.12396e-011,0.000132513,8.887e-009,0.0504257,0.527404,0.527404,0,0,0,2.12039e-005,3.41962e-008,5.05447e-012,3.58775e-011,3.58775e-011,1,0,1.09996,0.000424854,0,0,0,-7.93222e-009,1033.13,0.587863,-0.200884,1.03894,0.997431,-1.40681,-1.70318,255.685,-687.581,147.086,0,0,0,0,0,0,11,-0.001,2.29125,-0.462892,4,0,15
-14.3056,-0.462289,0.00103702,74645.7,-14.3762,-14.3762,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87074,-2.87074,718.833,-1.93047,483.578,467.135,-63.2883,5.05248,0.000225098,0.00121615,8.67341,2.27526e+006,0,9.30148e-012,1.7976e-005,5.17439e-007,0.183234,0.182765,0.0198955,1.7976e-005,0.0123248,-0.00813243,0.00777477,-0.0020966,0.000396294,1,1,7.54012e+006,6,1,28,3,7,-0.001,2.30952,-0.462892,-0.462892,0.000432982,0.000432983,2.30952,9.30677e-005,4.97969e-007,1.2368e-005,9.08951e-005,8.96762e-009,0.0498514,0.521771,0.521771,0,0,0,2.7431e-005,2.88857e-008,8.92499e-012,1.02974e-011,1.02974e-011,1,0,1.1595,0.000337447,0,0,0,-4.76647e-009,1016.92,2.1635,-1.58578,-2.0203,61.7025,-83.1589,83.1333,465.114,-400.444,571.999,0,0,0,0,0,0,12,-0.001,2.30952,-0.462892,5,0,15
-14.6241,-0.469882,0.00237378,74645.4,-14.611,-14.611,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.402,-2.402,2086.25,0.795564,2047.48,340.392,-93.6617,10.7917,0.000315649,0.0017377,12.9544,1.38734e+006,0,1.58882e-011,1.7976e-005,8.83856e-007,0.3554,0.354947,0.0314747,1.7976e-005,0.0350037,-0.00620821,0.0330782,-0.00912503,0.00112551,1,1,7.54803e+006,6,1,28,3,7,-0.001,2.35771,-0.476188,-0.476188,0.000420783,0.000420783,2.35772,0.000234474,7.08944e-007,6.2165e-005,0.000225348,2.57672e-008,0.0514337,0.55084,0.55084,0,0,0,3.39484e-005,6.33048e-008,2.07418e-011,2.73913e-010,2.73913e-010,1,0,1.40226,0.000770959,0,0,0,-1.03432e-008,2094.24,0.574242,-0.0305945,-1.53581,93.6311,-526.201,139.254,338.856,-1908.23,502.775,0,0,0,0,0,0,15,-0.001,2.35771,-0.476188,6,0,15
-14.4108,-0.463574,0.00185644,74645.6,-14.4154,-14.4154,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67897,-2.67897,1680.26,0.356666,1658.65,232.494,-64.3629,8.14718,0.000199486,0.00139074,9.66086,1.72268e+006,0,9.88327e-012,1.7976e-005,5.49804e-007,0.283928,0.283587,0.0240712,1.7976e-005,0.0272598,-0.00364722,0.0259869,-0.0071688,0.000876518,1,1,7.53957e+006,6,1,28,3,7,-0.001,2.3826,-0.483053,-0.483053,0.000417554,0.000417554,2.3826,0.000166314,7.11338e-007,4.40386e-005,0.00015964,1.66572e-008,0.0675634,0.594877,0.594877,0,0,0,3.23105e-005,5.27898e-008,2.55677e-011,2.22567e-010,2.22567e-010,1,0,1.21832,0.000546531,0,0,0,-3.03707e-010,1809.52,0.674463,-0.964072,-2.58317,63.3988,-414.104,164.288,229.911,-1494.36,602.49,0,0,0,0,0,0,16,-0.001,2.3826,-0.483053,7,0,15
-14.0983,-0.454444,0.00308587,74645.9,-14.1302,-14.1302,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98292,-2.98292,1067.52,0.50382,1038.46,199.916,-58.2477,11.6366,0.000598298,0.00221257,9.53454,663149,0,7.04314e-011,1.79761e-005,3.91808e-006,0.365481,0.36333,0.0604851,1.7976e-005,0.0169213,-0.00331943,0.0157976,-0.00435796,0.000544092,1,1,7.53955e+006,6,1,28,3,7,-0.001,2.40604,-0.489519,-0.489519,0.000414141,0.000414141,2.40605,0.00013763,1.2151e-006,3.62767e-005,0.000131503,2.32917e-008,0.048236,0.539092,0.539092,0,0,0,4.96415e-005,7.17782e-008,5.41086e-011,1.55462e-010,1.55462e-010,1,0,1.38674,0.000492809,0,0,0,1.73747e-009,1355.79,0.91944,-2.72131,1.56491,55.5264,-228.543,214.066,201.481,-824.392,774.427,0,0,0,0,0,0,18,-0.001,2.40604,-0.489519,8,0,15
-13.6651,-0.442242,0.00436137,74646.3,-13.7494,-13.7494,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78345,-2.78345,905.782,-5.00397,863.238,230.994,-63.2642,17.4057,0.00247857,0.00421101,12.345,240316,0,8.65422e-010,1.79769e-005,4.81432e-005,0.65309,0.636985,0.207276,1.7976e-005,0.0151317,-0.00558733,0.0131767,-0.00363495,0.000486548,1,1,7.53584e+006,6,1,28,3,7,-0.001,2.42531,-0.494834,-0.494834,0.000414141,0.000414141,2.42531,0.000166709,1.77052e-006,4.3862e-005,0.000159,4.89044e-008,0.0724151,0.550806,0.550806,0,0,0,8.47315e-005,1.17216e-007,8.39519e-011,3.58191e-010,3.58191e-010,1,0,1.71726,0.000597971,0,0,0,-7.66846e-009,961.243,2.23923,0.607196,2.37453,63.8714,-209.007,105.829,233.369,-757.409,384.67,0,0,0,0,0,0,19,-0.001,2.42531,-0.494834,9,0,15
-13.263,-0.426163,0.00882188,74646.7,-13.2449,-13.2449,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02877,-2.02877,1454.53,-7.22332,1263.33,633.542,-169.942,28.9134,0.0027447,0.00516883,13.8621,164216,0,1.33566e-009,1.79773e-005,7.43025e-005,0.845042,0.826253,0.291302,1.7976e-005,0.0218791,-0.0110897,0.0176668,-0.00487361,0.000703504,1,1,7.53386e+006,6,1,28,3,7,-0.001,2.44863,-0.501268,-0.501268,0.000406036,0.000406036,2.44864,0.000179779,2.36979e-006,4.71782e-005,0.000171021,7.23473e-008,0.0649518,0.553281,0.553281,0,0,0,0.000105049,9.72015e-008,2.5746e-011,2.17833e-010,2.17833e-010,1,0,2.62399,0.000757414,0,0,0,-2.44666e-008,1467.08,4.38077,4.28633,0.173737,174.228,-313.926,98.9328,633.716,-1164.4,359.36,0,0,0,0,0,0,20,-0.001,2.44863,-0.501268,10,0,15
-16.2301,-0.543392,0.590753,74643.8,-16.3088,-16.3088,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674652,-0.674652,8765.84,229.376,7592.99,2029.59,-518.942,122.573,0.00377543,0.00504069,124.938,1.07091e+006,0,2.7786e-010,1.79763e-005,1.54573e-005,0.814833,0.810888,0.11059,1.7976e-005,0.146014,-0.0279234,0.120915,-0.0333558,0.00469495,1,1,7.53929e+006,6,1,28,3,7,-0.001,2.47179,-0.507657,-0.507657,0.000402698,0.000402698,2.4718,0.000206539,1.3247e-006,5.45723e-005,0.000197825,2.73448e-008,0.0474408,0.53938,0.53938,0,0,0,4.1891e-005,9.52539e-008,5.46802e-011,5.67879e-011,5.67879e-011,1,0,1.5727,0.000670151,0,0,0,-4.33502e-007,17045.9,11.3751,0.258298,-114.283,519.2,-1305.37,2982.79,1915.31,-4610.2,10995.7,0,0,0,0,0,0,22,-0.001,2.47179,-0.507657,11,0,15
-10.2625,-0.310319,3.55767,74649.7,-6.09329,-6.09329,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02955,-3.02955,21637.4,-69.5587,-14600.5,2682.85,-493.937,333.267,0.0142434,0.0118002,622.219,1.22389e+006,0,9.92853e-010,1.7977e-005,5.52322e-005,1.53393,1.52688,0.250871,1.7976e-005,0.498713,-0.0562887,-0.149316,-0.292821,0.0160357,1,1,7.54897e+006,6,1,28,3,7,-0.001,2.50218,-0.516039,-0.516039,0.000399651,0.000399651,2.50218,0.00012011,8.06253e-007,-2.35925e-005,8.54469e-005,1.63087e-008,0.0725587,0.540944,0.540944,0,0,0,3.96353e-005,5.55445e-008,1.94552e-011,8.80941e-011,8.80941e-011,1,0,1.16558,0.0004389,0,0,0,-3.75434e-006,38172.1,-14.3551,6.77375,-16.1336,500.71,-7183.66,-7584.29,2666.72,7016.17,17806.4,0,0,0,0,0,0,23,-0.001,2.50218,-0.516039,12,0,15
-15.2165,-0.4883,0.00228705,74644.8,-15.1839,-15.1839,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393923,-0.0393923,1656,0.732174,1651.9,84.5589,0.18819,9.14887,0.000318266,0.00150325,11.0245,1.91625e+006,0,2.2687e-011,1.7976e-005,1.26207e-006,0.335007,0.334437,0.0286127,1.7976e-005,0.0311123,-0.000707135,0.0310914,-1.56245e-010,0.00100039,1,1,7.5354e+006,6,1,28,3,7,-0.001,2.26473,-0.462892,-0.462892,0.000445478,0.000445478,2.26473,0.000205338,6.54543e-007,3.06943e-012,0.000204683,1.94233e-008,0.0476632,0.472783,0.472783,0,0,0,3.07857e-005,5.61233e-008,2.55545e-011,8.13147e-011,8.13147e-011,1,0,1.47715,0.00065072,0,0,0,-2.39037e-008,1735.46,0.0564146,0.249522,0.490828,0.0613321,-0.607713,-0.0360185,85.0497,-1651.94,-285.975,0,0,0,0,0,0,26,-0.001,2.26473,-0.462892,13,0,15
30.6853,0.986688,0.000385948,74690.7,30.6865,30.6865,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56783,-2.56783,384.447,-0.343569,-349.626,18.5226,115.422,3.3497,0.000154471,0.00121436,4.01397,963725,0,1.35552e-011,1.7976e-005,7.5407e-007,0.189883,0.189273,0.0274113,1.7976e-005,0.00735149,-0.00193224,-0.00112025,-0.00666368,0.000236381,1,1,7.53939e+006,6,1,28,3,7,-0.001,2.53146,-0.357432,-0.357432,0.000395404,0.000395404,2.53147,0.000231658,3.70878e-007,-0.000227385,3.8418e-005,3.33766e-008,0.0343328,0.468392,0.468392,0,0,0,4.1582e-005,8.99198e-008,5.09978e-011,6.70645e-011,6.70645e-011,1,0,1.897,0.000834843,0,0,0,1.98763e-009,400.274,-0.548702,-0.685962,0.828765,-116.108,-101.584,-331.709,19.3513,17.9168,58.0875,0,0,0,0,0,0,29,-0.001,2.53146,-0.357432,14,0,15
30.1264,0.971054,0.00574075,74690.1,30.2057,30.2057,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.973194,0.973194,1512.58,-2.55653,-1478.19,-25.8989,-170.514,15.9685,0.00023247,0.00153589,4.40551,594695,0,2.61875e-011,1.7976e-005,1.4568e-006,0.483872,0.483252,0.0421372,1.7976e-005,0.0291689,0.00380126,-0.00480092,-0.0281294,0.000937904,1,1,7.5394e+006,6,1,28,3,7,-0.001,2.52636,-0.38742,-0.38742,0.000395982,0.000395971,2.52637,0.000177451,4.34186e-007,-0.000173581,2.95106e-005,2.99084e-008,0.0606541,0.309477,0.309477,0,0,0,5.28022e-005,6.20931e-008,1.1976e-011,7.4706e-011,7.4706e-011,1,0,1.91556,0.000585381,0,0,0,2.929e-009,1605.37,1.4698,0.361466,-3.05283,170.875,-86.1856,-1465.18,-28.9517,13.0148,251.932,0,0,0,0,0,0,31,-0.001,2.52636,-0.38742,15,0,15
28.8862,0.93052,0.0120279,74688.9,28.9513,28.9513,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.366465,0.366465,2489.62,-3.03472,-2465.36,20.7793,85.1597,27.0108,0.000183386,0.00133057,3.15778,593668,0,2.18284e-011,1.7976e-005,1.21431e-006,0.618845,0.618512,0.0377151,1.7976e-005,0.0474571,-0.00144394,-0.00789019,-0.0462774,0.00152594,1,1,7.53941e+006,6,1,28,3,7,-0.001,2.52125,-0.417433,-0.417433,0.000397079,0.000397065,2.52126,0.000213773,3.68764e-007,-0.000209501,3.57589e-005,3.68998e-008,0.0832935,0.441379,0.441379,0,0,0,5.36035e-005,8.46552e-008,4.99926e-011,6.15203e-011,6.15203e-011,1,0,1.6163,0.000709908,0,0,0,9.68781e-009,2628.54,0.20904,2.89782,-5.94447,-82.2618,-34.9033,-2460.19,14.8348,5.1677,419.752,0,0,0,0,0,0,34,-0.001,2.52125,-0.417433,16,0,15
-14.6315,-0.470139,0.00243401,74645.4,-14.619,-14.619,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3945,-2.3945,2087.65,0.726157,2051.13,337.311,-92.8384,10.9863,0.000321927,0.00175832,12.9833,1.36526e+006,0,1.69828e-011,1.7976e-005,9.44746e-007,0.359704,0.359233,0.0323217,1.7976e-005,0.0351135,-0.00619639,0.0332006,-0.00915879,0.00112905,1,1,7.54819e+006,6,1,28,3,7,-0.001,2.35693,-0.47597,-0.47597,0.000424687,0.000424687,2.35693,0.00023486,7.15343e-007,6.22659e-005,0.000225714,2.61424e-008,0.0514359,0.550467,0.550467,0,0,0,3.43734e-005,6.35798e-008,2.11774e-011,2.68962e-010,2.68962e-010,1,0,1.40478,0.000774816,0,0,0,-1.02179e-008,2095.81,0.576371,-0.0507142,-1.52805,92.7876,-527.288,139.006,335.783,-1912.12,501.774,0,0,0,0,0,0,35,-0.001,2.35693,-0.47597,17,0,15
-14.6256,-0.469897,0.002431,74645.4,-14.6114,-14.6114,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39166,-2.39166,2089.37,0.698357,2051.01,341.263,-93.9136,10.9579,0.000319735,0.00175404,12.9847,1.36595e+006,0,1.63997e-011,1.7976e-005,9.12312e-007,0.35899,0.358529,0.0320379,1.7976e-005,0.0351437,-0.00624326,0.0332074,-0.00916067,0.00113002,1,1,7.54837e+006,6,1,28,3,7,-0.001,2.35603,-0.475724,-0.475724,0.00042885,0.00042885,2.35604,0.00023599,7.08157e-007,6.25682e-005,0.00022681,2.60365e-008,0.0506941,0.548514,0.548514,0,0,0,3.42577e-005,6.31049e-008,2.07122e-011,2.68847e-010,2.68847e-010,1,0,1.41341,0.000773289,0,0,0,-1.03655e-008,2098.69,0.562794,-0.0616112,-1.54984,93.852,-527.157,139.065,339.713,-1911.94,502,0,0,0,0,0,0,36,-0.001,2.35603,-0.475724,18,0,15
-14.3663,-0.45833,0.0027118,74645.6,-14.2514,-14.2514,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52313,-2.52313,1695.91,-1.51612,1578.3,519.438,-142.88,10.4303,0.000400784,0.00201613,13.3148,1.06817e+006,0,2.47398e-011,1.7976e-005,1.37627e-006,0.377734,0.37705,0.0406529,1.7976e-005,0.0323919,-0.00850447,0.0294906,-0.00813535,0.00104153,1,1,7.55422e+006,6,1,28,3,7,-0.001,2.32721,-0.467773,-0.467773,0.00042885,0.00042885,2.32722,0.00015138,8.84661e-007,4.00213e-005,0.000145077,1.86195e-008,0.0407125,0.474256,0.474256,0,0,0,3.84843e-005,3.37338e-008,1.57653e-011,8.50969e-011,8.50969e-011,1,0,1.66266,0.000498739,0,0,0,-1.15436e-008,1855.74,2.6898,-2.237,-4.10897,140.643,-381.122,183.387,515.33,-1394.91,664.432,0,0,0,0,0,0,37,-0.001,2.32721,-0.467773,19,0,15
14.5349,0.404138,1.05697,74674.5,13.6257,13.6257,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15898,-2.15898,22422.2,135.867,-22419.5,4.84027,247.056,180.996,0.0183738,0.0141508,800.055,993685,0,1.30391e-009,1.79773e-005,7.25362e-005,1.4273,1.41853,0.305809,1.7976e-005,0.402448,-0.00553297,-0.110641,-0.386012,0.0129404,1,1,7.55987e+006,6,1,28,3,7,-0.001,2.5071,-0.5006,-0.5006,0.000398285,0.000398285,2.5071,0.000152437,1.14231e-006,-0.000147415,3.38974e-005,2.03695e-008,0.0966411,0.531235,0.531235,0,0,0,4.26805e-005,5.71477e-008,1.85437e-011,2.56641e-010,2.56641e-010,1,0,1.2693,0.000484075,0,0,0,-5.31401e-007,24278.2,1.30426,36.3027,81.387,-210.753,-11599.6,-18752.9,86.2273,3666.59,5625.88,0,0,0,0,0,0,41,-0.001,2.5071,-0.5006,20,0,15
-7.51304,-0.241093,0.0157208,74652.5,-7.48229,-7.48229,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983363,-0.0983363,3711.83,-0.0876029,-3711.6,-20.2952,2.52175,26.4957,0.00224818,0.00476553,47.5457,684086,0,2.17147e-010,1.79762e-005,1.20798e-005,0.688165,0.684885,0.123119,1.7976e-005,0.0655596,0.000438873,-0.0651058,0.00765908,0.00210802,6,6,7.54292e+006,6,1,28,5,7,-0.001,-1.6591,-0.440026,-0.440026,3.14099,3.14099,1.6591,0.000131729,9.1748e-007,1.52834e-005,0.000129916,2.13295e-008,0.786071,0.184069,0.184069,0,0,0,4.93404e-005,6.94294e-008,4.09244e-011,2.12587e-010,2.12587e-010,1,0,1.17929,0.000439144,0,0,0,9.87464e-009,3712.28,-0.0720456,0.0418156,0.491881,-2.47993,429.633,-52.1901,-19.8033,3659.41,-445.183,0,0,0,0,0,0,42,-0.001,-1.6591,-0.440026,21,0,15
-7.70679,-0.24679,0.0153713,74652.3,-7.65983,-7.65983,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501458,-0.0501458,3690.51,-1.03036,-3690.36,6.69362,-3.29517,30.4721,0.00247306,0.00507344,53.9676,686466,0,2.44342e-010,1.79762e-005,1.35927e-005,0.686785,0.683156,0.130712,1.7976e-005,0.0654632,-0.00013698,-0.0650107,0.00764788,0.00210492,6,6,7.54484e+006,6,1,28,5,7,-0.001,-1.63277,-0.443124,-0.443124,3.14098,3.14098,1.63278,0.000216183,1.18966e-006,2.51187e-005,0.000213521,3.37649e-008,0.664344,0.193055,0.193055,0,0,0,4.91952e-005,8.09501e-008,6.63817e-011,2.04032e-010,2.04032e-010,1,0,1.43246,0.000694122,0,0,0,6.226e-011,3690.54,-0.0305871,-2.73844,-1.22151,0.55673,425.56,-54.7929,5.47211,3635.56,-465.295,0,0,0,0,0,0,44,-0.001,-1.63277,-0.443124,22,0,15
-8.4981,-0.273242,0.0224515,74651.5,-8.47542,-8.47542,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.087431,0.087431,4406.54,0.238955,-4405.42,56.5033,-27.5955,32.7093,0.00324533,0.00575213,69.1006,682286,0,3.15285e-010,1.79763e-005,1.75392e-005,0.756802,0.752433,0.149309,1.7976e-005,0.0783823,-0.00107208,-0.0778128,0.00915393,0.00252032,6,6,7.52226e+006,6,1,28,5,7,-0.001,-1.53218,-0.454956,-0.454956,3.14094,3.14094,1.53219,0.000129728,9.7061e-007,1.50434e-005,0.000127876,2.31581e-008,0.750547,0.248723,0.248723,0,0,0,4.95608e-005,7.17665e-008,3.51413e-011,3.51676e-010,3.51676e-010,1,0,1.01054,0.000474365,0,0,0,-1.69238e-008,4405.57,0.217125,-21.7474,-3.18749,5.84811,511.696,-63.9824,53.3159,4341.44,-537.586,0,0,0,0,0,0,46,-0.001,-1.53218,-0.454956,23,0,15
-8.70195,-0.279223,0.0252716,74651.3,-8.65861,-8.65861,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182092,0.182092,4630.23,4.965,-4628.47,121.672,-18.1115,37.8634,0.00352374,0.00591897,72.3541,671331,0,3.38913e-010,1.79763e-005,1.88536e-005,0.784512,0.779854,0.154938,1.7976e-005,0.0825916,-0.0023498,-0.0819887,0.00964518,0.00265567,6,6,7.5333e+006,6,1,28,5,7,-0.001,-1.51051,-0.457507,-0.457507,3.14093,3.14093,1.51052,0.000178225,1.04773e-006,2.07005e-005,0.000175964,3.06208e-008,0.760905,0.225311,0.225311,0,0,0,4.99654e-005,7.89644e-008,5.54489e-011,2.07415e-010,2.07415e-010,1,0,1.21552,0.000620042,0,0,0,4.45965e-008,4629.18,0.28367,-3.61612,1.88159,14.4953,533.022,-66.3639,123.554,4562.11,-561.806,0,0,0,0,0,0,48,-0.001,-1.51051,-0.457507,24,0,15
-8.29016,-0.266807,0.0211139,74651.7,-8.27663,-8.27663,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756213,-0.0756213,4216.17,-3.73724,-4216.08,-9.24634,-9.65374,33.4873,0.00302248,0.00558148,63.9152,667995,0,3.02712e-010,1.79763e-005,1.68398e-005,0.748596,0.744412,0.146217,1.7976e-005,0.0751008,0.000402423,-0.0745831,0.00877399,0.00241481,6,6,7.53489e+006,6,1,28,5,7,-0.001,-1.55386,-0.452406,-0.452406,3.14095,3.14095,1.55387,0.000159469,9.91414e-007,1.85157e-005,0.000157393,2.75046e-008,0.78546,0.202123,0.202123,0,0,0,5.00326e-005,7.562e-008,4.64249e-011,2.97681e-010,2.97681e-010,1,0,1.07324,0.000556997,0,0,0,2.58181e-008,4220.11,0.200259,-11.3899,-3.91723,-1.73618,491.137,-55.1253,-13.1636,4160.95,-482.941,0,0,0,0,0,0,50,-0.001,-1.55386,-0.452406,25,0,15
-5.14301,-0.165196,0.0115705,74654.9,-5.12605,-5.12605,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152125,-0.152125,3128.55,-0.389515,-3128.24,-37.89,6.08307,25.2127,0.00139785,0.0037833,29.0205,666564,0,1.40161e-010,1.79761e-005,7.79712e-006,0.644492,0.642256,0.0987605,1.7976e-005,0.0564138,0.000582659,-0.0560231,0.00659058,0.00181394,6,6,7.53616e+006,6,1,28,5,7,-0.001,-2.02715,-0.396728,-0.396728,3.1411,3.1411,2.02716,0.000189175,1.17282e-006,2.19652e-005,0.000186715,2.91832e-008,0.537767,0.161473,0.161473,0,0,0,4.98425e-005,7.53795e-008,4.71284e-011,3.47751e-010,3.47751e-010,1,0,1.17485,0.000593364,0,0,0,-1.72679e-008,3128.15,0.0545945,1.51907,-0.138729,-4.564,362.518,-42.2765,-38.0287,3085.96,-358.157,0,0,0,0,0,0,53,-0.001,-2.02715,-0.396728,26,0,15
-6.66237,-0.212801,0.00358958,74653.3,-6.61455,-6.61455,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2816,1.2816,1331.1,-0.377275,767.832,-141.535,174.241,9.86149,0.000346814,0.00175956,7.26517,746323,0,2.91087e-011,1.7976e-005,1.61931e-006,0.380464,0.379574,0.0430963,1.7976e-005,0.0264769,0.00224198,-0.000115289,-0.0167153,0.000851345,6,6,7.53907e+006,6,1,28,5,7,-0.001,-2.12754,-0.366032,-0.366032,3.14112,3.14112,2.12754,0.000119286,9.72143e-007,0.000111414,-1.79047e-005,1.90446e-008,0.185781,0.36996,0.36996,0,0,0,4.68043e-005,5.84726e-008,2.96044e-011,1.70768e-010,1.70768e-010,1,0,1.08792,0.000416001,0,0,0,-1.92322e-007,1340.62,0.488544,-1.88139,1.13709,-176.122,82.4597,731.311,-140.397,-36.5211,-24.1678,0,0,0,0,0,0,55,-0.001,-2.12754,-0.366032,27,0,15
